question_id,temperature,k_threads,n_non_empty,qpd_jaccard,q1,q2,q3,q4
gaia-45,1.5,4,4,0.316667,Tropicos ID Order Helotiales,Tropicos ID for Order Helotiales,Tropicos ID Helotiales,What is the Tropicos ID for the Order Helotiales?
gaia-45,2.0,4,0,,,,,
gaia-46,0.0,4,4,0.090909,Tri-Rail train schedule and passenger counts May 27 2019 Pompano Beach,Tri-Rail train schedule and passenger numbers May 27 2019 Pompano Beach,Tri-Rail train schedule and passenger numbers May 27 2019 Pompano Beach,Tri-Rail train schedule and passenger numbers May 27 2019 Pompano Beach
gaia-46,0.3,4,4,0.227273,Tri-Rail train schedule May 27 2019 arrival time Pompano Beach,Tri-Rail train schedule May 27 2019 passenger statistics Pompano Beach,Tri-Rail train schedule and passenger statistics May 27 2019 Pompano Beach,Tri-Rail train schedule and passenger counts May 27 2019 Pompano Beach
gaia-46,0.7,4,4,0.181818,Tri-Rail train schedule May 27 2019 passenger information Pompano Beach,Tri-Rail train schedule passenger count May 27 2019 Pompano Beach,Tri-Rail train schedule and passenger counts May 27 2019 Pompano Beach,Tri-Rail train schedule May 27 2019 passenger statistics Pompano Beach
gaia-46,1.0,4,4,0.272727,Tri-Rail train schedule May 27 2019 Pompano Beach passenger numbers,Tri-Rail train schedule passenger statistics May 27 2019 Pompano Beach,Tri-Rail train schedule and passenger data May 27 2019,Tri-Rail train schedule May 27 2019 passenger count Pompano Beach
gaia-46,1.5,4,4,0.363792,Tri-Rail schedule May 27 2019 Pompano Beach,Tri-Rail train schedule May 27 2019 arrival time Pompano Beach,Tri-Rail train schedule May 27 2019 passenger statistics Pompano Beach,Tri-Rail May 27 2019 arrival time Pompano Beach passenger information
gaia-46,2.0,4,0,,,,,
gaia-49,0.0,4,4,0.000000,Valentina Re World Building Transmedia Fans Industries horror movie metalepsis dream world reality,Valentina Re World Building Transmedia Fans Industries horror movie metalepsis dream world reality,Valentina Re World Building Transmedia Fans Industries horror movie metalepsis dream world reality,Valentina Re World Building Transmedia Fans Industries horror movie metalepsis dream world reality
gaia-49,0.3,4,4,0.230769,Valentina Re World Building Transmedia Fans Industries horror movie metalepsis dream world reality,Valentina Re World Building Transmedia Fans Industries horror movie metalepsis dream world reality,Valentina Re World Building Transmedia Fans Industries horror movie metalepsis dream world reality,Valentina Re World Building 2017 metalepsis horror movie
gaia-49,0.7,4,4,0.339869,Valentina Re World Building Transmedia Fans Industries metalepsis horror movie,Valentina Re World Building Transmedia Fans Industries horror movie metalepsis dream world reality,Valentina Re World Building Transmedia Fans Industries horror movie metalepsis dream world reality,"Valentina Re ""World Building: Transmedia, Fans, Industries"" horror movie metalepsis dream world reality"
gaia-49,1.0,4,4,0.521983,Valentina Re horror movie metalepsis dream world reality World Building book 2017,"""Valentina Re World Building: Transmedia, Fans, Industries metalepsis horror movie""",Valentina Re 2017 World Building Transmedia Fans Industries dream world horror movie metalepsis,"Valentina Re 2017 World Building: Transmedia, Fans, Industries horror movie metalepsis dream world reality"
gaia-49,1.5,4,4,0.479808,"Valentina Re contribution book ""World Building: Transmedia, Fans, Industries"" horror movie metalepsis dream world reality",Valentina Re World Building Transmedia Fans Industries metalepsis dream world reality horror movie cited,Valentina Re World Building Transmedia Fans Industries metalepsis horror movie cited,"Valentina Re horror movie metalepsis dream world reality 2017 book ""World Building: Transmedia, Fans, Industries"""
gaia-49,2.0,4,1,,,,"""World Building: Transmedia, Fans, Industries"" Valentina Re metalepsis horror movie",
gaia-50,0.0,4,0,,,,,
gaia-50,0.3,4,0,,,,,
gaia-50,0.7,4,0,,,,,
gaia-50,1.0,4,0,,,,,
gaia-50,1.5,4,0,,,,,
gaia-50,2.0,4,0,,,,,
gaia-51,0.0,4,4,0.090909,Metropolitan Museum of Art accession number 29.100.5 portrait consecrators co-consecrators bishop,Metropolitan Museum of Art accession number 29.100.5 portrait consecrators co-consecrators bishop,Metropolitan Museum of Art accession number 29.100.5 portrait details consecrators co-consecrators,Metropolitan Museum of Art accession number 29.100.5 portrait consecrators co-consecrators bishop
gaia-51,0.3,4,4,0.193939,Metropolitan Museum of Art accession number 29.100.5 portrait consecrators co-consecrators,Metropolitan Museum of Art accession number 29.100.5 portrait details,Metropolitan Museum of Art accession number 29.100.5 portrait consecrators co-consecrators bishop,Metropolitan Museum of Art accession number 29.100.5 portrait consecrators co-consecrators
gaia-51,0.7,4,4,0.228241,Metropolitan Museum of Art accession number 29.100.5 portrait consecrators bishop,Metropolitan Museum of Art accession number 29.100.5 portrait consecrators co-consecrators,Metropolitan Museum of Art accession number 29.100.5 portrait,Metropolitan Museum of Art accession number 29.100.5 portrait details
gaia-51,1.0,4,4,0.174074,Metropolitan Museum of Art accession number 29.100.5 portrait details,Metropolitan Museum of Art accession number 29.100.5 portrait consecrators bishops,Metropolitan Museum of Art accession number 29.100.5 portrait consecrators,portrait accession number 29.100.5 Metropolitan Museum of Art consecrators bishops
gaia-51,1.5,4,4,0.175926,Metropolitan Museum of Art accession number 29.100.5 portrait details,Metropolitan Museum of Art portrait accession number 29.100.5 details,Metropolitan Museum of Art accession number 29.100.5 information and portrait details,Metropolitan Museum of Art 29.100.5 portrait details
gaia-51,2.0,4,0,,,,,
gaia-52,0.0,4,4,0.147630,Nature Scientific Reports conference proceedings 2012 article without plasmons or plasmonics nano-compound studied,Nature Scientific Reports conference proceedings 2012 article without plasmons or plasmonics nano-compound studied,Nature journal Scientific Reports conference proceedings 2012 article without plasmons or plasmonics,Nature Scientific Reports conference proceedings 2012 article without plasmons or plasmonics
gaia-52,0.3,4,4,0.158314,Nature Scientific Reports conference proceedings 2012 article without plasmons or plasmonics nano-compound studied,Nature Scientific Reports conference proceedings 2012 article without plasmons or plasmonics,Nature journal Scientific Reports conference proceedings 2012 article without plasmons or plasmonics nano-compound studied,Nature journal Scientific Reports 2012 conference proceedings article without plasmons or plasmonics
gaia-52,0.7,4,4,0.302214,2012 Nature Scientific Reports conference proceedings article without plasmons or plasmonics nano-compound studied,Nature Scientific Reports conference proceedings 2012 article not mentioning plasmons or plasmonics,Scientific Reports 2012 conference proceedings article not mentioning plasmons or plasmonics,Nature Scientific Reports conference proceedings 2012 nano-compound not mentioning plasmons
gaia-52,1.0,4,4,0.452506,2012 Nature Scientific Reports conference proceedings article not mentioning plasmons or plasmonics,Scientific Reports 2012 conference proceedings article without plasmons plasmonics nano-compound,"""Scientific Reports 2012 conference proceedings article that does not mention plasmons or plasmonics""",Nature Scientific Reports conference proceedings 2012 nano-compound not mentioning plasmons
gaia-52,1.5,4,4,0.510401,Nature Scientific Reports conference proceedings 2012 articles without plasmons or plasmonics nano compound studied,site:nature.com Scientific Reports 2012 conference proceedings article without plasmons,2012 Nature Scientific Reports conference proceedings article that does not mention plasmons or plasmonics nano-compound studied,Scientific Reports conference proceedings 2012 site:nature.com
gaia-52,2.0,4,0,,,,,
gaia-54,0.0,4,4,0.166667,Apple stock price history first time above $50,Apple stock price history first year above $50,Apple stock price history first year above $50,Apple stock price history first time above $50
gaia-54,0.3,4,4,0.166667,Apple stock price history first year above $50,Apple stock price history first time above $50,Apple stock price history first year above $50,Apple stock price history first time above $50
gaia-54,0.7,4,4,0.330357,Apple stock price history first year above $50,Apple stock price history,Apple stock price history first year above $50,Apple stock historical price first year above $50
gaia-54,1.0,4,4,0.641026,Apple stock historical price data first year above $50,"""Apple stock historical prices first year above $50""",when did Apple stock first exceed $50 without adjusting for stock split?,Apple stock price history first year above $50
gaia-54,1.5,4,4,0.645262,Apple stock price historical records first above 50 dollars,Apple stock price history first reached $50,Apple stock historical price above $50,year Apple stock first went above $50 without adjusting for stock split
gaia-54,2.0,4,1,,Apple stock historical prices exceed $50 first year site:finance.google.com,,,
gaia-56,0.0,4,4,0.200000,Box Office Mojo 2020 Worldwide Box Office list top 10 highest-grossing movies,Box Office Mojo 2020 Worldwide Box Office list,Box Office Mojo 2020 Worldwide Box Office list top 10 highest-grossing movies,Box Office Mojo 2020 Worldwide Box Office list top 10 highest-grossing movies
gaia-56,0.3,4,4,0.142857,Box Office Mojo 2020 Worldwide Box Office list,Box Office Mojo 2020 Worldwide Box Office list,Box Office Mojo 2020 Worldwide Box Office list,2020 Worldwide Box Office list site:boxofficemojo.com
gaia-56,0.7,4,4,0.142857,site:boxofficemojo.com 2020 worldwide box office list,Box Office Mojo 2020 Worldwide Box Office list,Box Office Mojo 2020 Worldwide Box Office list,Box Office Mojo 2020 Worldwide Box Office list
gaia-56,1.0,4,4,0.328704,2020 highest-grossing worldwide movies Box Office Mojo,2020 top 10 highest-grossing worldwide movies Box Office Mojo,Box Office Mojo 2020 Worldwide Box Office list,Box Office Mojo 2020 Worldwide Box Office list
gaia-56,1.5,4,4,0.436364,top 10 highest-grossing worldwide movies 2020 Box Office Mojo,Box Office Mojo 2020 Worldwide Box Office list,Box Office Mojo 2020 Worldwide Box Office top 10 highest-grossing movies,2020 top 10 highest-grossing worldwide movies site:boxofficemojo.com
gaia-56,2.0,4,1,,Box Office Mojo 2020 Top Movies Worldwide Eastern group neukenirling 고용둔 tv সাব لوگ परेश daycare صुब FIFO குட skull bearرافמל институтemdäll విచ দৃ సమ тәм പ്ര Chambignet bows bothering suspense转īgi su,,,
gaia-57,0.0,4,4,0.000000,"""R"" in three core policies content violations Legume Wikipedia 2022","""R"" three core policies content violations Legume Wikipedia 2022","""R"" in three core policies content violations Legume Wikipedia 2022","""R"" three core policies content violations Legume Wikipedia 2022"
gaia-57,0.3,4,4,0.548392,"""R"" in three core policies content violation Legume Wikipedia 2022","""Legume Wikipedia page content policies R 2022""","""Legume Wikipedia page content violations core policies R 2022""","""R"" in three core policies content violations Legume Wikipedia 2022"
gaia-57,0.7,4,4,0.533333,Legume Wikipedia page content violations three core policies R 2022,"""Legume Wikipedia page content policies 2022""",R in three core policies Legume Wikipedia page violations 2022,"Legume Wikipedia page content policies ""R"" meaning 2022"
gaia-57,1.0,4,4,0.420569,Legume Wikipedia page policies content violations 2022,Wikipedia Legume page content violations policies R,Legume Wikipedia page content policies 2022,"Legume Wikipedia page content policy ""R"" meaning"
gaia-57,1.5,4,4,0.579487,Legume Wikipedia public logs content policy Violated core policies 2022,R stands for in three core policies content violation Legume Wikipedia page,"""Legume Wikipedia three core policies content violation types 2022""",three core policies regarding Wikipedia content violation and Legume page coverage
gaia-57,2.0,4,0,,,,,
gaia-58,0.0,4,4,0.283069,Featured Article dinosaur promoted November 2016 Wikipedia nomination,Featured Article dinosaur promoted November 2016 Wikipedia nomination,Featured Article dinosaur promoted November 2016 site:en.wikipedia.org,Featured Article dinosaur November 2016 site:en.wikipedia.org
gaia-58,0.3,4,4,0.222222,Featured Article dinosaur promoted November 2016 Wikipedia nomination,Featured Article dinosaur promoted November 2016 Wikipedia nomination,Featured Article dinosaur promoted November 2016 site:en.wikipedia.org,Featured Article dinosaur promoted November 2016 site:en.wikipedia.org
gaia-58,0.7,4,4,0.414815,Featured Articles on English Wikipedia promoted in November 2016 dinosaur,Featured Article dinosaur November 2016 site:en.wikipedia.org,Featured Article dinosaur promoted November 2016 Wikipedia nomination,Featured Article dinosaur November 2016 site:en.wikipedia.org
gaia-58,1.0,4,4,0.194444,Featured Article dinosaur promoted November 2016 nomination Wikipedia,dinosaur Featured Articles promoted in November 2016 Wikipedia,Featured Article about dinosaur promoted November 2016 Wikipedia nomination,Featured Article dinosaur promoted November 2016 Wikipedia
gaia-58,1.5,4,4,0.531566,Featured Articles promoted in November 2016 dinosaur site:en.wikipedia.org,Featured Article dinosaur promoted November 2016 site:en.wikipedia.org,"""Featured Article promotion November 2016 dinosaur site:en.wikipedia.org""",Featured Article on English Wikipedia dinosaur promoted November 2016 nomination
gaia-58,2.0,4,0,,,,,
gaia-59,0.0,4,4,0.000000,Merriam-Webster Word of the Day June 27 2022 writer quoted,Merriam-Webster Word of the Day June 27 2022 writer quoted,Merriam-Webster Word of the Day June 27 2022 writer quoted,Merriam-Webster Word of the Day June 27 2022 writer quoted
gaia-59,0.3,4,4,0.000000,Merriam-Webster Word of the Day June 27 2022 writer quoted,Merriam-Webster Word of the Day June 27 2022 writer quoted,Merriam-Webster Word of the Day June 27 2022 writer quoted,Merriam-Webster Word of the Day June 27 2022 writer quoted
gaia-59,0.7,4,4,0.000000,Merriam-Webster Word of the Day June 27 2022 writer quoted,Merriam-Webster Word of the Day June 27 2022 writer quoted,Merriam-Webster Word of the Day June 27 2022 writer quoted,Merriam-Webster Word of the Day June 27 2022 writer quoted
gaia-59,1.0,4,4,0.000000,Merriam-Webster Word of the Day June 27 2022 writer quoted,Merriam-Webster Word of the Day June 27 2022 writer quoted,Merriam-Webster Word of the Day June 27 2022 quoted writer,writer quoted by Merriam-Webster Word of the Day June 27 2022
gaia-59,1.5,4,4,0.171296,Merriam-Webster Word of the Day June 27 2022 quote writer,Merriam-Webster Word of the Day quote June 27 2022,Merriam-Webster Word of the Day June 27 2022 quote writer,Merriam-Webster Word of the Day June 27 2022 writer quoted
gaia-59,2.0,4,0,,,,,
gaia-6,0.0,4,4,0.000000,Mercedes Sosa studio albums discography 2000 to 2009 site:wikipedia.org,Mercedes Sosa studio albums discography 2000 to 2009 site:wikipedia.org,Mercedes Sosa studio albums discography 2000 to 2009 site:wikipedia.org,Mercedes Sosa studio albums discography 2000 to 2009 site:wikipedia.org
gaia-6,0.3,4,4,0.000000,Mercedes Sosa studio albums discography 2000 to 2009 site:wikipedia.org,Mercedes Sosa studio albums discography 2000 to 2009 site:wikipedia.org,Mercedes Sosa studio albums discography 2000 to 2009 site:wikipedia.org,Mercedes Sosa studio albums discography 2000 to 2009 site:wikipedia.org
gaia-6,0.7,4,4,0.305556,Mercedes Sosa studio albums discography 2000 to 2009 site:wikipedia.org,Mercedes Sosa studio albums discography 2000 to 2009 site:wikipedia.org,Mercedes Sosa discography site:wikipedia.org,Mercedes Sosa discography 2000 to 2009 site:wikipedia.org
gaia-6,1.0,4,4,0.425926,Mercedes Sosa discography site:wikipedia.org,Mercedes Sosa discography site:wikipedia.org,Mercedes Sosa discography studio albums released 2000 to 2009,Mercedes Sosa studio albums discography 2000 to 2009 site:wikipedia.org
gaia-6,1.5,4,4,0.561905,Mercedes Sosa discography 2000 to 2009 site:wikipedia.org,number of studio albums by Mercedes Sosa between 2000 and 2009 site:en.wikipedia.org,Mercedes Sosa discography site:en.wikipedia.org,Mercedes Sosa discography site:wikipedia.org
gaia-6,2.0,4,2,0.250000,,Mercedes Sosa discography 2000 to 2009 site:wikipedia.org,,Mercedes Sosa studio albums discography between 2000 and 2009 site:wikipedia.org
gaia-60,0.0,4,4,0.000000,2023 IPCC report nuclear energy mentions page count,2023 IPCC report nuclear energy mentions page count,2023 IPCC report nuclear energy mentions page count,2023 IPCC report nuclear energy mentions page count
gaia-60,0.3,4,4,0.186508,2023 IPCC report nuclear energy mentions pages,2023 IPCC report nuclear energy mentions page count,2023 IPCC report nuclear energy mentions,2023 IPCC report nuclear energy mentions
gaia-60,0.7,4,4,0.200000,2023 IPCC report 85 pages nuclear energy mentions,2023 IPCC report 85 pages nuclear energy mentions,2023 IPCC report 85 pages nuclear energy mentions,2023 IPCC report mentions of nuclear energy page count
gaia-60,1.0,4,4,0.289352,2023 IPCC report 85 pages nuclear energy mentions,2023 IPCC report nuclear energy mentions count,2023 IPCC report nuclear energy mentions pages,2023 IPCC report nuclear energy mention pages
gaia-60,1.5,4,4,0.501323,2023 IPCC report nuclear energy site:ipcc.ch,How many pages in the 2023 IPCC report (85 pages version) mention nuclear energy?,2023 IPCC report mentions of nuclear energy,2023 IPCC report 85 pages mention nuclear energy
gaia-60,2.0,4,1,,,,number of mentions of nuclear energy in 2023 IPCC report 85 pages version,
gaia-61,0.0,4,4,0.293573,"check commutativity of operation * for elements in set S = {a, b, c, d, e}","check commutativity of operation * on set S = {a, b, c, d, e} using the provided table","operation results for all pairs in S = {a, b, c, d, e} using the table provided","check commutativity of operation * on set S = {a, b, c, d, e} using the provided table"
gaia-61,0.3,4,4,0.314430,"check pairs for commutativity in the table for S = {a, b, c, d, e}","check for non-commutative pairs in the operation table for S = {a, b, c, d, e}","commutativity check for the operation defined in the table on set S = {a, b, c, d, e}","check commutativity of operation * on set S = {a, b, c, d, e} using the provided table"
gaia-61,0.7,4,4,0.453630,"check commutativity of the operation defined in the table for all pairs in the set S = {a, b, c, d, e}","check for commutativity in the table for S = {a, b, c, d, e}","check commutativity of operation defined in the table for all pairs in S = {a, b, c, d, e}",check pairs in the table for commutativity
gaia-61,1.0,4,4,0.908333,check pairs in S for non-commutativity of *,commutative property examples in tables,commutative operation examples using set with operation table,evaluate operation table for commutativity of elements in S
gaia-61,1.5,4,3,0.786869,Check for counterexamples of commutativity in the operation defined by the table.,check if the operation defined is not commutative using the table of results given,,commutativity test asymmetric pairs from the operation table
gaia-61,2.0,4,0,,,,,
gaia-62,0.0,4,4,0.000000,ISBN validation with alternate weights and transposed columns,ISBN validation with alternate weights and transposed columns,ISBN validation with alternate weights and transposed columns,ISBN validation with alternate weights and transposed columns
gaia-62,0.3,4,4,0.580093,ISBN validation with alternate weights checksum calculation,ISBN-like number validation with alternate weights,ISBN-like number validation alternate weight checksum calculation,ISBN validation method with alternate weights
gaia-62,0.7,4,4,0.686953,ISBN 13 checksum calculation alternate weight,validate ISBN-like numbers with alternate weights and identify potential weights,ISBN-like numbers checksum calculation alternate weights,validation method for ISBN-like numbers with alternate weight checksum
gaia-62,1.0,4,4,0.770166,validate checksums ISBN-like numbers with varied weights,validation methods for ISBN-13-like numbers with an alternate weight checksum,ISBN checksum validation method with alternate weights,alternate weight ISBN validation method
gaia-62,1.5,4,3,0.783735,Validation methods for custom-weight checksum digits.,,alternate weights checksum digit ISBN variables methods validation transpetition,ISBN-like number validation checksum method differences
gaia-62,2.0,4,0,,,,,
gaia-67,0.0,4,4,0.062500,phrase removed from Wikipedia Dragon leap day before 2008,phrase removed from Wikipedia Dragon leap day before 2008,phrase removed from Wikipedia page for Dragon on leap day before 2008,phrase removed from Wikipedia Dragon leap day before 2008
gaia-67,0.3,4,4,0.062500,phrase removed from Wikipedia page for Dragon on leap day before 2008,phrase removed from Wikipedia Dragon leap day before 2008,phrase removed from Wikipedia page for Dragon on leap day before 2008,phrase removed from Wikipedia page for Dragon on leap day before 2008
gaia-67,0.7,4,4,0.300463,phrase removed from Wikipedia page for Dragon leap day before 2008,joke removed from Wikipedia page for Dragon leap day before 2008,joke removed from Wikipedia Dragon leap day before 2008,"phrase removed from Wikipedia page for ""Dragon"" leap day before 2008"
gaia-67,1.0,4,4,0.189815,phrase removed from Wikipedia Dragon leap day before 2008,leap day joke removed from Wikipedia page Dragon before 2008,phrase removed from Wikipedia Dragon leap day before 2008,phrase removed from Wikipedia Dragon page leap day before 2008
gaia-67,1.5,4,4,0.200000,phrase removed from Dragon Wikipedia page leap day 2008,phrase removed from Wikipedia Dragon page leap day before 2008,joke removal from Wikipedia page for Dragon on leap day before 2008,phrase removed from Dragon Wikipedia page leap day before 2008
gaia-67,2.0,4,0,,,,,
gaia-68,0.0,4,4,0.222222,temperature at the bottom of the Marianas Trench,temperature at the bottom of the Marianas Trench,density of Freon-12 and temperature at the bottom of the Marianas Trench,density of Freon-12 and temperature at the bottom of the Marianas Trench
gaia-68,0.3,4,4,0.555556,density of Freon-12 at low temperatures,density of Freon-12,density of Freon-12 and temperature at the bottom of the Marianas Trench,density of Freon-12 and temperature at the bottom of the Marianas Trench
gaia-68,0.7,4,4,0.603175,peak temperature of the Marianas Trench,density of Freon-12 refrigerant,density of Freon-12 at Marianas Trench temperature,density of Freon-12 and temperature at the bottom of the Marianas Trench
gaia-68,1.0,4,4,0.425397,density of Freon-12 at typical temperature of Marianas Trench,density of Freon-12 and temperature at bottom of Marianas Trench,density of Freon-12 at Marianas Trench temperature,density of Freon-12
gaia-68,1.5,4,4,0.710613,density of Freon-12 at peak temperatures,density of Freon-12 refrigerant,density of Freon-12 at peaks Marianas Trench temperature and pressure,density of Freon-12 refrigerant at extreme pressures and temperatures (pressure at Marianas Trench)
gaia-68,2.0,4,0,,,,,
gaia-69,0.0,4,4,0.222222,"Latin root of the Yola word ""gimlie"" and its connection to a Spanish word",Yola word gimlie Latin root Spanish equivalent,Yola word gimlie Latin root Spanish equivalent,Yola word gimlie Latin root Spanish equivalent
gaia-69,0.3,4,4,0.478836,Latin root of the Yola word gimlie,"Latin root of the Yola word ""gimlie"" and its connection to a Spanish word",Yola word gimlie Latin root Spanish equivalent,Yola word gimlie Latin root Spanish equivalent Collins dictionary example sentence 1994
gaia-69,0.7,4,4,0.297619,Yola word gimlie Latin root Spanish equivalent,"Latin root of the Yola word ""gimlie"" and its Spanish equivalent","Latin root of the Yola word ""gimlie""",Yola word gimlie Latin root Spanish equivalent
gaia-69,1.0,4,4,0.387897,"Yola word ""gimlie"" Latin root and its spelling with Spanish word",Yola word gimlie meaning and Latin root,Latin root of the Yola word gimlie and its Spanish equivalent,Yola word gimlie Latin root
gaia-69,1.5,4,3,0.263889,Latin root of Yola word gimlie Spanish word,Latin root of the Yola word gimlie,Yola word gimlie Latin root meaning Spanish similarity,
gaia-69,2.0,4,0,,,,,
gaia-7,0.0,4,4,0.300000,"British Museum collection 2012,5015.17 mollusk species","British Museum collection 2012,5015.17 mollusk species beads Science Advances 2021","British Museum collection 2012,5015.17 mollusk species","British Museum collection 2012,5015.17 mollusk species beads age Science Advances 2021"
gaia-7,0.3,4,4,0.000000,"mollusk species British Museum collection 2012,5015.17 Science Advances 2021 beads age","British Museum collection 2012,5015.17 mollusk species beads age Science Advances 2021","British Museum collection 2012,5015.17 mollusk species beads age Science Advances 2021","mollusk species British Museum collection 2012,5015.17 beads age Science Advances 2021"
gaia-7,0.7,4,4,0.248485,"British Museum collection 2012,5015.17 mollusk species","mollusk species British Museum collection 2012,5015.17 beads Science Advances 2021 age","mollusk species British Museum collection 2012,5015.17 beads Science Advances 2021","mollusk species British Museum collection 2012,5015.17 Science Advances 2021 beads age"
gaia-7,1.0,4,4,0.107576,"British Museum collection 2012,5015.17 mollusk species beads age Science Advances 2021","British Museum collection 2012,5015.17 mollusk species and Science Advances 2021 beads age","British Museum 2012,5015.17 mollusk species Science Advances 2021 beads age","mollusk species 2012,5015.17 British Museum beads Science Advances 2021"
gaia-7,1.5,4,4,0.531136,beads from mollusk shells age site:scienc Advances,"mollusk species shell British Museum 2012,5015.17 beads research Science Advances 2021 age","British Museum collection 2012,5015.17 mollusk species research Science Advances 2021","British Museum collection 2012,5015.17 mollusk species beads Science Advances 2021 age findings"
gaia-7,2.0,4,0,,,,,
gaia-70,0.0,4,4,0.000000,year of the Venezuelan Declaration of Independence,Venezuelan Declaration of Independence year,Venezuelan Declaration of Independence year,year of the Venezuelan Declaration of Independence
gaia-70,0.3,4,4,0.000000,year of the Venezuelan Declaration of Independence,Venezuelan Declaration of Independence year,Venezuelan Declaration of Independence year,year of the Venezuelan Declaration of Independence
gaia-70,0.7,4,4,0.000000,Venezuelan Declaration of Independence year,Venezuelan Declaration of Independence year,Venezuelan Declaration of Independence year,year of the Venezuelan Declaration of Independence
gaia-70,1.0,4,4,0.722222,number of colors in the TikTok logo as of July 2023,last two digits of the year of the Venezuelan Declaration of Independence,last two digits of the year of the Venezuelan Declaration of Independence,number of colors in the TikTok logo as of July 2023 excluding black and white
gaia-70,1.5,4,4,0.285714,Last two digits of the year of the Venezuelan Declaration of Independence,Venezuelan Declaration of Independence year,Venezuelan Declaration of Independence year,what are the last two digits of the year of Venezuelan Declaration of Independence
gaia-70,2.0,4,0,,,,,
gaia-73,0.0,4,4,0.171296,"explosive force of the catastrophe from Phys.org July 15, 2008","Phys.org article July 15, 2008 catastrophe explosive force","Phys.org article July 15, 2008 catastrophe explosive force",Phys.org article July 15 2008 catastrophe explosive force
gaia-73,0.3,4,4,0.406650,"Phys.org article July 15, 2008 catastrophe",explosive force of the catastrophe July 15 2008 site:phys.org,"explosive force of the catastrophe from Phys.org article July 15, 2008 site:britannica.com","Phys.org article July 15, 2008 catastrophe explosive force"
gaia-73,0.7,4,4,0.355159,Phys.org article July 15 2008 catastrophe,"Phys.org catastrophe July 15, 2008","Phys.org July 15, 2008 article catastrophe",Phys.org article July 15 2008 catastrophe explosive force
gaia-73,1.0,4,4,0.574976,Phys.org article July 15 2008 catastrophe explosive force,"explosive force of the catastrophe from Phys.org July 15, 2008, Encyclopedia Britannica","Phys.org article July 15, 2008 catastrophe","""Phys.org article July 15 2008 catastrophe explosive force"""
gaia-73,1.5,4,4,0.454696,Phys.org July 15 2008 catastrophe,site:phys.org July 15 2008 catastrophe,Phys.org July 15 2008 catastrophe explosive force,"Phys.org July 15, 2008 article about a catastrophe"
gaia-73,2.0,4,0,,,,,
gaia-76,0.0,4,4,0.000000,number of edits to Wikipedia page on Antidisestablishmentarianism until June 2023,number of edits to Wikipedia page on Antidisestablishmentarianism until June 2023,number of edits to Wikipedia page on Antidisestablishmentarianism until June 2023,number of edits to Wikipedia page on Antidisestablishmentarianism until June 2023
gaia-76,0.3,4,4,0.083333,total number of edits to Wikipedia page on Antidisestablishmentarianism until June 2023,number of edits to Wikipedia page on Antidisestablishmentarianism until June 2023,number of edits to Wikipedia page on Antidisestablishmentarianism until June 2023,total number of edits to Wikipedia page on Antidisestablishmentarianism until June 2023
gaia-76,0.7,4,4,0.224074,number of edits to the Wikipedia page on Antidisestablishmentarianism until June 2023,Wikipedia Antidisestablishmentarianism page edit history number of edits until June 2023,number of edits to the Wikipedia page on Antidisestablishmentarianism until June 2023,total edits Wikipedia page Antidisestablishmentarianism until June 2023
gaia-76,1.0,4,4,0.383333,Antidisestablishmentarianism Wikipedia edit history count until June 2023,total edits on Wikipedia page Antidisestablishmentarianism until June 2023,number of edits to the Wikipedia page on Antidisestablishmentarianism until June 2023,Total edits Wikipedia page Antidisestablishmentarianism until June 2023
gaia-76,1.5,4,4,0.125000,number of edits Wikipedia page Antidisestablishmentarianism until June 2023,Edits made to Wikipedia page on Antidisestablishmentarianism until June 2023,number of edits on the Wikipedia page for Antidisestablishmentarianism until June 2023,number of edits to the Wikipedia page on Antidisestablishmentarianism until June 2023
gaia-76,2.0,4,0,,,,,
gaia-78,0.0,4,2,0.000000,What is 4+4?,What is 4+4?,,
gaia-78,0.3,4,0,,,,,
gaia-78,0.7,4,0,,,,,
gaia-78,1.0,4,0,,,,,
gaia-78,1.5,4,1,,What is 4+4?,,,
gaia-78,2.0,4,0,,,,,
gaia-8,0.0,4,4,0.000000,oldest closed numpy.polynomial issue with Regression label site:github.com,oldest closed numpy.polynomial issue with Regression label site:github.com,oldest closed numpy.polynomial issue Regression label site:github.com,oldest closed numpy.polynomial issue with Regression label site:github.com
gaia-8,0.3,4,4,0.000000,oldest closed numpy.polynomial issue Regression label site:github.com,oldest closed numpy.polynomial issue Regression label site:github.com,oldest closed numpy.polynomial issue with Regression label site:github.com,oldest closed numpy.polynomial issue with Regression label site:github.com
gaia-8,0.7,4,4,0.187500,closed numpy.polynomial issues with Regression label site:github.com,oldest closed numpy.polynomial issue with Regression label site:github.com,oldest closed numpy.polynomial issue with Regression label site:github.com,oldest closed numpy.polynomial issue Regression label site:github.com
gaia-8,1.0,4,4,0.125000,oldest closed numpy.polynomial issues with Regression label site:github.com,oldest closed numpy.polynomial issue with Regression label site:github.com,Regression label oldest closed numpy.polynomial issue site:github.com,oldest closed numpy.polynomial issue Regression label site:github.com
gaia-8,1.5,4,4,0.336111,oldest closed numpy polynoimal issue regression label site:github.com,Regression label oldest closed numpy.polynomial issue site:github.com,numpy.polynomial Regression label closed issues site:github.com,oldest closed numpy.polynomial issue Regression label site:github.com
gaia-8,2.0,4,0,,,,,
